brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,clean_title,price,Accident_Occured,Engine_Capacity,Horse_Power
Hyundai,Sonata GLS,2013,136991.0,Gasoline,6-Speed A/T,Gray,Gray,Yes,11000.0,NO,2.4,198.0
Toyota,Tundra Limited,2022,3959.0,Gasoline,10-Speed A/T,Blue,Gray,Yes,55000.0,NO,3.4,389.0
Jeep,Grand Cherokee Limited,2020,47500.0,Gasoline,A/T,Purple,Black,Yes,31000.0,NO,3.6,293.0
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691.0,Diesel,A/T,White,Beige,Yes,13000.0,YES,6.0,325.0
Tesla,Model 3 Performance,2021,33000.0,Electric,1-Speed A/T,Red,White,Yes,55000.0,NO,0.0,455.0
Mercedes-Benz,CLS-Class CLS 550,2014,34600.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,27500.0,NO,4.7,402.0
RAM,2500 SLT,2014,84500.0,Gasoline,A/T,Black,Gray,Yes,34000.0,NO,6.4,410.0
Kia,Sorento Hybrid EX,2022,36100.0,Hybrid,6-Speed A/T,Black,White,Yes,37500.0,NO,1.6,227.0
Hyundai,Genesis 3.8,2015,92225.0,Gasoline,A/T,Black,Black,Yes,17000.0,YES,3.8,311.0
Jeep,Compass Latitude,2020,17500.0,Gasoline,9-Speed A/T,Silver,Black,Yes,25695.0,NO,2.4,180.0
Ford,Fusion SE,2011,114323.0,Gasoline,6-Speed A/T,Black,Black,Yes,6000.0,NO,2.5,175.0
Toyota,FJ Cruiser Base,2014,92000.0,Gasoline,A/T,Beige,Black,Yes,27500.0,NO,4.0,260.0
BMW,430 Gran Coupe i xDrive,2018,29025.0,Gasoline,Automatic,Carbon Black Metallic,Black,unknown,29998.0,NO,3.5,363.66453250089035
Dodge,Durango SRT 392,2021,17000.0,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,Yes,65000.0,NO,6.4,475.0
Hyundai,Santa Fe GLS,2015,96476.0,Gasoline,6-Speed A/T,White,Gray,Yes,13000.0,NO,3.3,290.0
Volkswagen,Atlas 3.6L SEL Premium,2021,36311.0,Gasoline,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,Yes,39127.0,NO,3.6,378.326834670519
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,Yes,35000.0,NO,5.0,510.0
Nissan,Murano SV,2021,23677.0,Gasoline,Automatic CVT,Sunset Drift Chromaflair,Graphite,unknown,29510.0,NO,3.5,378.2903058688553
Buick,Envision Essence,2020,27340.0,Gasoline,6-Speed Automatic,Summit White,Ebony,unknown,31700.0,NO,2.5,337.56705776693343
Chevrolet,Silverado 1500 RST,2020,26177.0,Gasoline,Automatic,Shadow Gray Metallic,Jet Black,unknown,41986.0,YES,5.3,441.6929176765607
Pontiac,Solstice GXP,2009,122348.0,Gasoline,A/T,Red,Black,Yes,10000.0,YES,2.0,260.0
BMW,640 Gran Coupe i xDrive,2015,98000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,Yes,22500.0,NO,3.0,315.0
Tesla,Model 3 Standard Range Plus,2019,32300.0,Electric,A/T,Black,Black,Yes,29000.0,NO,0.0,242.96238231047937
MINI,Countryman Cooper S,2019,18997.0,Gasoline,Transmission w/Dual Shift Mode,Red,Black,Yes,26750.0,NO,2.0,189.0
Porsche,Boxster GTS,2016,40350.0,Gasoline,7-Speed A/T,Gray,Black,Yes,67995.0,NO,3.4,330.0
Ford,Expedition EL King Ranch,2011,156856.0,E85 Flex Fuel,6-Speed A/T,Black,Brown,Yes,14300.0,NO,5.4,310.0
Bentley,Continental GT GT Speed,2022,1919.0,Gasoline,8-SPEED A/T,Granite,Porpoise,unknown,289991.0,NO,3.5,485.90868302065974
BMW,X5 M Base,2017,61773.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,Yes,46000.0,NO,4.4,567.0
Ford,Mustang GT Premium,2011,74500.0,Gasoline,6-Speed M/T,Black,Black,Yes,22000.0,NO,5.0,412.0
Jeep,Compass Sport,2016,99000.0,Gasoline,6-Speed A/T,White,Gray,Yes,5000.0,YES,2.4,172.0
INFINITI,G37 Sport,2008,63496.0,Gasoline,6-Speed M/T,Black,Black,Yes,15000.0,NO,3.7,330.0
Ford,F-150 XLT,2022,18465.0,Gasoline,10-Speed A/T,Black,Gray,Yes,47500.0,NO,3.5,400.0
Porsche,911 Carrera 4S,2007,42635.0,Gasoline,Transmission w/Dual Shift Mode,Blue,Blue,Yes,72995.0,NO,3.8,355.0
INFINITI,G35 Base,2005,99000.0,Gasoline,6-Speed M/T,Silver,Black,Yes,18900.0,NO,3.5,298.0
Chrysler,300C Base,2013,87500.0,Gasoline,8-Speed A/T,White,Beige,Yes,13750.0,NO,3.6,292.0
Toyota,Camry Solara SLE,2007,138000.0,Gasoline,5-Speed A/T,White,Beige,Yes,6800.0,NO,3.3,210.0
Lexus,IS 300 Base,2018,70891.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,28995.0,NO,3.5,260.0
Buick,Enclave Essence,2020,55403.0,Gasoline,9-Speed A/T,Red,Gray,Yes,29444.0,YES,3.6,310.0
BMW,M4 Competition xDrive,2022,3213.0,Gasoline,8-Speed A/T,Black,Red,Yes,89995.0,NO,3.0,503.0
Pontiac,GTO Base,2005,142314.0,Gasoline,6-Speed M/T,Red,Red,Yes,21999.0,YES,6.0,400.0
Toyota,FJ Cruiser Base,2013,53000.0,Gasoline,A/T,Blue,Black,Yes,36740.0,NO,4.0,260.0
Hyundai,Elantra SE,2014,120250.0,Gasoline,A/T,Blue,Gray,Yes,7500.0,NO,1.8,145.0
Porsche,Macan S,2015,72329.0,Gasoline,7-Speed A/T,Silver,Black,Yes,29500.0,NO,3.0,340.0
Hummer,H3 Base,2007,153692.0,Gasoline,4-Speed A/T,Beige,Black,Yes,9995.0,NO,3.7,242.0
Tesla,Model 3 Long Range,2021,32670.0,Electric,A/T,White,Black,Yes,37000.0,NO,0.0,254.65874548739157
Ford,Transit-350 Base,2018,235000.0,Gasoline,A/T,White,Gray,unknown,18000.0,YES,3.7,275.0
Rivian,R1T Launch Edition,2022,8681.0,Electric,A/T,Gray,Black,Yes,82000.0,NO,0.0,835.0
Audi,S4 3.0 Prestige,2012,98400.0,Gasoline,7-Speed A/T,White,White,Yes,18000.0,NO,3.0,333.0
Toyota,4Runner SR5 Premium,2023,1400.0,Gasoline,A/T,White,Black,Yes,46500.0,NO,4.0,270.0
Tesla,Model 3 Mid Range,2018,32000.0,Electric,A/T,Black,Black,Yes,29999.0,NO,0.0,271.0
Ford,F-250 Base,1997,92800.0,Gasoline,4-Speed A/T,White,Gray,Yes,9000.0,NO,5.8,210.0
Mercedes-Benz,G-Class G 550 4MATIC,2021,75151.0,Gasoline,A/T,Black,Black,Yes,130000.0,NO,4.0,416.0
Subaru,Legacy 2.5 GT spec.B,2008,94000.0,Gasoline,6-Speed M/T,Gray,Blue,Yes,12500.0,NO,2.5,243.0
Mercedes-Benz,E-Class E 350,2014,67350.0,Gasoline,7-Speed A/T,Silver,–,Yes,18700.0,YES,3.5,302.0
BMW,M3 Base,2001,66500.0,Gasoline,6-Speed M/T,Red,Black,Yes,21000.0,NO,3.2,333.0
Mercedes-Benz,C-Class C 250 Sport,2014,70612.0,Gasoline,7-Speed A/T,White,Beige,Yes,14500.0,NO,1.8,201.0
Toyota,Sienna XLE Limited,2007,112630.0,Gasoline,5-Speed A/T,Silver,Gray,Yes,11500.0,YES,3.5,266.0
Dodge,Avenger SE,2014,124705.0,E85 Flex Fuel,A/T,Black,Black,Yes,6499.0,NO,3.6,283.0
BMW,M240 i,2018,61000.0,Gasoline,6-Speed M/T,Blue,Black,Yes,34000.0,YES,3.0,335.0
RAM,3500 SLT,2017,157272.0,Diesel,6-Speed A/T,White,Gray,Yes,32999.0,YES,6.7,350.0
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000.0,Gasoline,7-Speed A/T,Blue,Gray,Yes,20399.0,NO,3.0,362.0
Jeep,Gladiator Rubicon,2020,27981.0,Gasoline,A/T,Red,Black,Yes,47500.0,NO,3.6,285.0
Bentley,Continental GT Base,2009,18000.0,Gasoline,A/T,Blue,Beige,Yes,63000.0,NO,6.0,552.0
Tesla,Model 3 Long Range,2019,27123.0,Electric,A/T,Red,Black,Yes,38200.0,NO,0.0,425.0
Chevrolet,Corvette Stingray w/2LT,2021,3053.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Gray,Yes,83900.0,NO,6.2,490.0
Audi,Q5 3.0T Premium Plus,2015,60251.0,Gasoline,A/T,Black,Black,Yes,19000.0,YES,3.0,272.0
Mazda,MX-5 Miata Club,2021,5093.0,Gasoline,6-Speed M/T,Gray,Black,Yes,28000.0,NO,2.0,181.0
Bentley,Bentayga W12 Signature,2018,31875.0,Gasoline,8-Speed A/T,White,Black,Yes,115785.0,NO,6.0,600.0
Mercedes-Benz,S-Class S500,2005,175722.0,Gasoline,A/T,White,Beige,Yes,7000.0,NO,5.0,302.0
BMW,M6 Base,2015,17900.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,59900.0,NO,4.4,560.0
GMC,Yukon SLT,2015,142792.0,Gasoline,6-Speed A/T,White,Brown,Yes,22999.0,NO,5.3,355.0
BMW,750 iL,2001,53814.0,Gasoline,5-Speed A/T,Gray,Gray,unknown,11800.0,YES,5.4,326.0
Toyota,Tundra Limited,2010,89400.0,Gasoline,A/T,White,Gray,Yes,26900.0,NO,5.7,381.0
Chrysler,300C Base,2007,86000.0,Gasoline,5-Speed A/T,Gray,Black,Yes,15000.0,NO,5.7,340.0
smart,ForTwo Pure,2008,61595.0,Gasoline,5-Speed A/T,Blue,Gray,Yes,5000.0,NO,1.0,70.0
Toyota,Tundra SR,2018,74000.0,E85 Flex Fuel,6-Speed A/T,Beige,Black,Yes,38000.0,YES,5.7,381.0
Hummer,H2 Base,2004,130000.0,Gasoline,4-Speed A/T,Black,Black,Yes,16500.0,YES,6.0,316.0
BMW,ALPINA B7 Base,2015,86000.0,Gasoline,8-Speed A/T,Black,White,Yes,29000.0,YES,4.4,540.0
Land,Rover Range Rover Sport Supercharged,2008,140600.0,Gasoline,6-Speed A/T,Red,Beige,Yes,7500.0,NO,4.2,390.0
Audi,A4 2.0T Tech Premium,2018,27532.0,Gasoline,7-Speed A/T,Gray,Black,Yes,27900.0,NO,2.0,252.0
Ford,Focus SE,2017,91000.0,E85 Flex Fuel,6-Speed A/T,Gray,Black,Yes,12500.0,NO,2.0,160.0
Mercedes-Benz,E-Class E 550 4MATIC,2014,63000.0,Gasoline,7-Speed A/T,Silver,Black,Yes,28500.0,NO,4.7,402.0
Jeep,Wrangler Unlimited 4xe Sahara,2022,10500.0,Plug-In Hybrid,8-Speed A/T,Green,Beige,Yes,49999.0,NO,2.0,375.0
Mercedes-Benz,M-Class ML 350 4MATIC,2014,75073.0,E85 Flex Fuel,7-Speed A/T,Gray,Black,Yes,21500.0,NO,3.5,302.0
Jeep,Wrangler Sahara,2008,140000.0,Gasoline,A/T,Silver,–,Yes,9000.0,YES,3.8,202.0
Mercedes-Benz,A-Class A 220 4MATIC,2019,30300.0,Gasoline,7-Speed A/T,Silver,Black,Yes,30500.0,NO,2.0,188.0
Chevrolet,Malibu 1LT,2009,139000.0,Gasoline,A/T,White,Black,Yes,4200.0,NO,2.4,169.0
Hummer,H3 Base,2006,118000.0,Gasoline,A/T,Gray,Black,Yes,17900.0,NO,3.5,220.0
BMW,i8 Base,2015,51000.0,Plug-In Hybrid,Transmission w/Dual Shift Mode,Gray,Brown,Yes,53000.0,NO,1.5,357.0
Cadillac,XLR Base,2009,69423.0,Gasoline,A/T,Red,Beige,Yes,36500.0,NO,4.6,320.0
Lincoln,MKZ Select,2017,52284.0,Gasoline,6-Speed A/T,Blue,Beige,Yes,12500.0,YES,2.0,240.0
Chevrolet,Silverado 1500 W/T,2006,111228.0,Gasoline,A/T,Blue,Gray,Yes,4000.0,YES,4.3,195.0
Land,Rover Range Rover Sport HSE,2019,52300.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,49900.0,NO,3.0,340.0
Nissan,Titan SL,2021,95993.0,Gasoline,9-Speed Automatic,White,Black,Yes,32612.0,NO,5.6,417.49024444209135
Kia,Telluride SX,2022,26716.0,Gasoline,Automatic,Dark Moss,Black,unknown,47541.0,NO,3.8,397.7333772611637
Chevrolet,Tahoe RST,2023,39517.0,Gasoline,10-Speed Automatic,Black,Jet Black,unknown,67190.0,YES,5.3,457.52009611131143
Ford,Mustang GT Premium,2019,31600.0,Gasoline,6-Speed M/T,Blue,Gray,Yes,41000.0,NO,5.0,460.0
BMW,330 i,2017,83298.0,Gasoline,A/T,Black,Black,Yes,18300.0,NO,2.0,248.0
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95212.0,Gasoline,8-Speed A/T,Brown,Beige,Yes,31599.0,NO,3.0,340.0
Porsche,911 Carrera,2010,61600.0,Gasoline,7-Speed A/T,Black,Black,Yes,51750.0,NO,3.6,345.0
INFINITI,QX56 Base,2011,130921.0,Gasoline,Transmission Overdrive Switch,White,Beige,Yes,12000.0,NO,5.6,400.0
RAM,2500 Tradesman,2020,41000.0,Gasoline,8-Speed A/T,White,Gray,unknown,45515.0,YES,6.4,410.0
BMW,840 i xDrive,2024,1500.0,Gasoline,A/T,Gray,Brown,Yes,90000.0,NO,3.0,335.0
MINI,Clubman Cooper S ALL4,2017,79950.0,Gasoline,A/T,Blue,Black,Yes,17390.0,NO,2.0,189.0
Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500.0,Gasoline,A/T,White,Beige,Yes,95000.0,NO,6.2,420.0
Audi,R8 5.2 V10 plus,2017,61000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,Yes,140000.0,NO,5.2,610.0
RAM,2500 Big Horn,2021,45867.0,Gasoline,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,Yes,43449.0,NO,6.4,474.8952174959286
Porsche,911 Carrera 4,2014,22700.0,Gasoline,7-Speed M/T,Silver,Black,Yes,85500.0,YES,3.4,350.0
Bentley,Continental GT Base,2009,43000.0,Gasoline,A/T,Black,Black,Yes,48500.0,NO,6.0,552.0
Toyota,Tundra SR5,2015,99000.0,Gasoline,6-Speed A/T,Gray,Gray,Yes,27000.0,NO,4.6,310.0
Toyota,4Runner SR5,2006,135000.0,Gasoline,A/T,White,Gray,Yes,16900.0,NO,4.0,236.0
Cadillac,CTS 2.0L Turbo Luxury,2019,46000.0,Gasoline,8-Speed A/T,Black,Beige,Yes,29000.0,YES,2.0,265.0
Ford,Focus SE,2014,79615.0,Gasoline,6-Speed Automatic with Auto-Shift,Black,Charcoal Black,Yes,10995.0,NO,2.0,259.897870067176
BMW,M5 Base,2021,13250.0,Gasoline,8-Speed Automatic,Alpine White,Aragon Brown,unknown,86900.0,NO,4.4,436.8107318389557
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,60500.0,NO,3.0,380.0
Cadillac,Escalade ESV Luxury,2016,116500.0,Gasoline,8-Speed A/T,Black,Brown,Yes,30500.0,YES,6.2,420.0
Acura,NSX Base,1993,75980.0,–,A/T,Silver,Black,Yes,90200.0,NO,3.5,246.5413402307422
Chevrolet,Corvette Z06,2018,24059.0,Gasoline,8-Speed A/T,Gray,Black,Yes,87150.0,NO,6.2,650.0
Audi,Q5 2.0T Premium Plus,2015,118500.0,E85 Flex Fuel,A/T,Silver,Black,Yes,15400.0,YES,2.0,220.0
BMW,ALPINA B7 ALPINA B7 xDrive,2020,15097.0,Gasoline,Automatic,Frozen Dark Silver Metallic,Black,unknown,99998.0,NO,3.5,404.2236131855989
Maserati,Ghibli S Q4,2018,20000.0,Gasoline,A/T,White,Brown,Yes,43000.0,NO,3.0,424.0
BMW,228 Gran Coupe i xDrive,2020,10426.0,Gasoline,Automatic,Black Sapphire Metallic,Oyster/Black,unknown,30798.0,NO,3.5,382.25758494379807
Ford,Expedition Limited,2023,9500.0,Gasoline,10-Speed A/T,Black,Red,Yes,63500.0,YES,3.5,400.0
Nissan,Frontier SE Crew Cab,2006,134000.0,Gasoline,A/T,Gray,Gray,Yes,8500.0,YES,4.0,265.0
Subaru,BRZ Limited,2022,10500.0,Gasoline,Transmission w/Dual Shift Mode,Gray,–,Yes,32500.0,NO,2.4,228.0
Chevrolet,Malibu LT,2018,53100.0,Gasoline,6-Speed A/T,Red,Black,Yes,17500.0,NO,1.5,160.0
Ford,Focus SEL,2017,80134.0,E85 Flex Fuel,6-Speed Automatic with Auto-Shift,White,Charcoal Black,Yes,13895.0,NO,2.0,274.2665497404287
Nissan,Rogue Sport S,2021,24000.0,Gasoline,A/T,Gray,Black,Yes,25500.0,NO,2.0,141.0
Volvo,C70 T5,2006,61000.0,Gasoline,6-Speed M/T,Blue,Beige,Yes,10299.0,NO,2.5,218.0
Lincoln,Nautilus Reserve,2021,19700.0,Gasoline,A/T,White,Beige,Yes,48000.0,NO,2.7,335.0
Mercedes-Benz,AMG GT Base,2018,28182.0,Gasoline,7-Speed A/T,White,Brown,Yes,84500.0,YES,4.0,469.0
Ford,Mustang EcoBoost Premium,2017,59500.0,Gasoline,A/T,Black,Black,Yes,21000.0,YES,2.3,310.0
Ford,Ranger XLT,1999,115402.0,E85 Flex Fuel,A/T,Gold,Beige,Yes,8000.0,NO,3.0,152.0
GMC,Yukon SLT,2018,85500.0,Gasoline,A/T,Black,Black,Yes,35899.0,YES,5.3,355.0
RAM,2500 Big Horn,2020,51000.0,Gasoline,6-Speed A/T,Red,Black,Yes,44900.0,NO,6.4,410.0
Tesla,Model Y Performance,2021,17500.0,Electric,A/T,Gray,White,Yes,45000.0,NO,0.0,455.0
Lexus,ES 350 Base,2011,132000.0,Gasoline,A/T,Black,Beige,Yes,9999.0,NO,3.5,272.0
Jeep,Wrangler Rubicon Hard Rock,2016,67882.0,Gasoline,Automatic,White,Black,unknown,32798.0,NO,3.5,334.0884662557146
Volvo,XC90 T6 Momentum,2018,62000.0,Gasoline,8-Speed A/T,Silver,Black,Yes,30500.0,NO,2.0,316.0
Porsche,911 R,2016,12454.0,Gasoline,6-Speed M/T,Purple,Black,Yes,210000.0,NO,4.0,500.0
BMW,M6 Gran Coupe Base,2017,27965.0,Gasoline,7-Speed A/T,Green,Black,Yes,58000.0,NO,4.4,560.0
Cadillac,Escalade ESV Platinum Edition,2013,119000.0,E85 Flex Fuel,A/T,Black,Black,unknown,20500.0,YES,6.2,403.0
BMW,X5 xDrive35i,2018,48000.0,Gasoline,8-Speed A/T,Black,Black,Yes,32000.0,NO,3.0,300.0
BMW,X5 xDrive40i,2020,5541.0,Gasoline,Automatic,White,Black,unknown,56598.0,NO,3.5,393.73921110800984
Mitsubishi,Outlander SEL,2018,29000.0,Gasoline,A/T,Red,Beige,Yes,19500.0,NO,2.4,166.0
Dodge,Ram 1500 ST,2010,131100.0,E85 Flex Fuel,A/T,White,Gray,Yes,12995.0,YES,4.7,310.0
Subaru,Impreza 2.0i,2015,102242.0,Gasoline,Manual,Quartz Blue Pearl,Black,unknown,11498.0,YES,3.5,305.14454815313366
Mercedes-Benz,Maybach S S 600,2016,18069.0,Gasoline,7-Speed A/T,Black,Black,Yes,79999.0,NO,6.0,523.0
Kia,Sportage LX,2023,13000.0,Gasoline,A/T,White,Black,Yes,31900.0,NO,2.5,187.0
Porsche,911 Turbo Cabriolet,2008,51000.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,Yes,69500.0,YES,3.6,480.0
Hummer,H3 Base,2007,137333.0,Gasoline,4-Speed A/T,Blue,Black,Yes,10000.0,YES,3.7,242.0
Buick,LaCrosse Leather,2014,125559.0,Gasoline,A/T,White,Beige,Yes,11200.0,YES,3.6,304.0
Chevrolet,Silverado 1500 High Country,2020,88161.0,Gasoline,Automatic,Iridescent Pearl Tricoat,Jet Black,Yes,48889.0,YES,6.2,445.052764440763
Toyota,4Runner SR5,2016,101900.0,Gasoline,5-Speed A/T,Black,Black,Yes,29000.0,NO,4.0,270.0
Cadillac,Escalade ESV Luxury,2015,159500.0,Gasoline,6-Speed A/T,Black,Black,Yes,18800.0,YES,6.2,420.0
Subaru,Legacy 2.5i Premium,2015,68860.0,Gasoline,CVT Transmission,Silver,Beige,Yes,15000.0,YES,2.5,175.0
Tesla,Model 3 Long Range,2018,43000.0,Electric,1-Speed A/T,Red,Black,Yes,30499.0,YES,0.0,271.0
Ford,Expedition EL XLT,2017,182000.0,Gasoline,A/T,Black,Black,Yes,16500.0,YES,3.5,365.0
Tesla,Model Y Long Range,2022,21404.0,Electric,A/T,White,White,Yes,49500.0,NO,0.0,425.0
Ford,Expedition EL Limited,2017,81000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,27000.0,NO,3.5,365.0
Chevrolet,Silverado 1500 LTZ,2021,62257.0,Gasoline,8-Speed Automatic,Satin Steel Metallic,Gideon,unknown,42590.0,NO,5.3,428.5169523360473
BMW,X5 xDrive40e,2016,91798.0,Hybrid,Automatic,Alpine White,Black,unknown,22998.0,NO,3.5,320.9503116314245
BMW,335 is,2011,82000.0,Gasoline,7-Speed A/T,Gray,Black,Yes,20000.0,YES,3.0,320.0
Ford,F-150 XLT,2012,207100.0,Gasoline,6-Speed A/T,Black,Gray,Yes,15000.0,YES,3.5,365.0
Land,Rover Range Rover Sport P400 SE Dynamic,2023,450.0,Hybrid,8-Speed A/T,Blue,Black,Yes,124000.0,NO,3.0,395.0
Porsche,Panamera Edition,2016,77945.0,Gasoline,A/T,Blue,Beige,Yes,30000.0,YES,3.6,310.0
Kia,Sorento Plug-In Hybrid SX,2022,15583.0,Hybrid,6-Speed Automatic,Aurora Black,Gray,unknown,40599.0,NO,1.6,323.2650583798786
BMW,M240 i,2017,37100.0,Gasoline,8-Speed A/T,White,Black,Yes,26125.0,YES,3.0,335.0
Maserati,Quattroporte Base,2006,51000.0,Gasoline,Transmission w/Dual Shift Mode,Blue,Beige,Yes,18000.0,YES,4.2,394.0
Ford,F-150 XLT,2017,94000.0,Gasoline,6-Speed A/T,White,Black,Yes,26000.0,NO,2.7,325.0
Land,Rover Discovery S,2003,121886.0,Gasoline,A/T,White,Beige,Yes,6000.0,YES,4.6,217.0
Ford,F-250 XLT Crew Cab Super Duty,2008,157500.0,Gasoline,5-Speed A/T,Green,Gray,Yes,15000.0,YES,5.4,300.0
Ford,Taurus SHO,2014,138415.0,Gasoline,A/T,Silver,Black,Yes,15500.0,YES,3.5,365.0
Land,Rover Range Rover Sport HSE,2012,110000.0,Gasoline,A/T,Silver,Black,Yes,10200.0,NO,5.0,375.0
Cadillac,Escalade Sport,2023,8532.0,Diesel,10-Speed Automatic with Overdrive,Black Raven,Jet Black,unknown,109900.0,NO,3.0,406.0289712954436
GMC,Sierra 1500 SLT,2021,12941.0,Gasoline,A/T,White,Black,Yes,51500.0,YES,5.3,355.0
BMW,335 i xDrive,2009,69764.0,Gasoline,6-Speed M/T,Black,Black,Yes,19500.0,NO,3.0,300.0
Porsche,911 Carrera 4S,2003,90000.0,Gasoline,6-Speed M/T,Silver,Black,unknown,24000.0,YES,3.6,315.0
Audi,Q5 S line Premium,2022,8193.0,Hybrid,Automatic,Florett Silver,Black,unknown,42598.0,NO,3.5,395.0716697865337
Lexus,RX 350 F Sport Performance,2020,43277.0,Gasoline,8-Speed Automatic,Caviar,Black,unknown,43599.0,NO,3.5,368.863572297123
Audi,S4 3.0T Premium Plus,2018,26500.0,Gasoline,8-Speed A/T,Gray,Black,Yes,38000.0,YES,3.0,354.0
Chevrolet,Silverado 1500 LT,2019,36021.0,Gasoline,Automatic,Cajun Red Tintcoat,Jet Black,unknown,35670.0,YES,2.7,338.38458163448195
Chevrolet,Colorado Z71,2019,25462.0,Gasoline,Automatic,Shadow Gray Metallic,Jet Black,unknown,36139.0,NO,3.6,375.5249885900648
Audi,A5 2.0T Prestige,2018,35850.0,Gasoline,7-Speed A/T,White,Black,Yes,33000.0,NO,2.0,252.0
Mazda,Mazda3 s Sport,2008,77700.0,Gasoline,5-Speed M/T,Red,Black,Yes,6300.0,NO,2.3,156.0
Jaguar,E-PACE 300 Sport,2021,23600.0,Hybrid,9-Speed A/T,Black,Black,Yes,42999.0,NO,2.0,296.0
Ferrari,GTC4Lusso T,2019,8870.0,Gasoline,7-Speed DCT Automatic,Nero Daytona,–,Yes,215000.0,NO,3.9,456.23579086844984
Toyota,Celica GT,2001,122000.0,Gasoline,5-Speed M/T,Blue,Gray,Yes,7800.0,NO,1.8,140.0
Ford,Excursion Limited 4WD,2003,245000.0,Diesel,A/T,Black,Beige,Yes,17999.0,YES,6.0,325.0
Porsche,718 Spyder Base,2022,4700.0,Gasoline,6-Speed M/T,White,Black,Yes,134000.0,NO,4.0,414.0
Subaru,WRX STI Base,2016,84100.0,Gasoline,M/T,Gray,Black,Yes,34000.0,NO,2.5,305.0
Audi,A6 45 Premium Plus,2021,33000.0,Hybrid,A/T,Black,Black,Yes,40000.0,NO,2.0,248.0
Tesla,Model S P100D,2018,10065.0,Electric,1-Speed Automatic,Red Multi,White,unknown,59999.0,NO,3.5,383.7469426615735
Mercedes-Benz,AMG GT R,2018,3811.0,Gasoline,7-Speed A/T,Black,Black,Yes,148500.0,NO,4.0,577.0
Acura,RDX PMC Edition,2021,44457.0,Gasoline,2,Majestic Black Pearl,Ebony,unknown,40598.0,NO,3.5,371.80803453715635
Audi,S4 3.0T Premium Plus,2013,139355.0,Gasoline,7-Speed A/T,Black,Black,Yes,20900.0,NO,3.0,333.0
Lotus,Evora Base,2010,9100.0,Gasoline,6-Speed M/T,Black,White,Yes,55000.0,NO,3.5,276.0
Mercedes-Benz,S-Class S 560 4MATIC,2019,10500.0,Gasoline,9-Speed A/T,Silver,Brown,Yes,77900.0,NO,4.0,463.0
Chevrolet,Silverado 1500 RST,2023,5006.0,Gasoline,10-Speed Automatic,Dark Ash Metallic,Black,unknown,59590.0,NO,5.3,471.9975129831182
Hyundai,Genesis Coupe 2.0T R-Spec,2013,55000.0,Gasoline,6-Speed M/T,White,Red,unknown,18000.0,YES,2.0,260.0
BMW,M3 Competition,2021,33500.0,Gasoline,8-Speed A/T,Gray,Black,Yes,71000.0,NO,3.0,503.0
BMW,435 i,2014,126500.0,Gasoline,A/T,White,Black,Yes,15000.0,NO,3.0,300.0
Land,Rover Range Rover Evoque HSE Dynamic,2016,79000.0,Gasoline,9-Speed A/T,Red,Red,Yes,24000.0,NO,2.0,240.0
Porsche,911 Targa 4 GTS,2018,19000.0,Gasoline,7-Speed A/T,Gray,Black,Yes,145000.0,NO,3.0,450.0
RAM,3500 Tradesman,2021,57000.0,Diesel,6-Speed A/T,Blue,Gray,Yes,52000.0,NO,6.7,400.0
BMW,X5 xDrive40i,2020,4880.0,Gasoline,Automatic,White,Black,unknown,57998.0,NO,3.5,394.55893546653897
Acura,NSX Base,2018,6523.0,Hybrid,9-Speed Automatic with Auto-Shift,White,Ebony,unknown,143900.0,NO,3.5,413.299569480585
Mercedes-Benz,SL-Class SL500 Roadster,2005,127000.0,Gasoline,7-Speed A/T,White,Beige,Yes,14000.0,NO,5.0,302.0
Lexus,SC 430 Base,2002,89500.0,Gasoline,A/T,Black,Black,Yes,15999.0,NO,4.3,300.0
Chevrolet,Silverado 1500 Base,2000,97000.0,Gasoline,A/T,White,Gray,Yes,27500.0,NO,4.3,200.0
Buick,Enclave Avenir,2021,31181.0,Gasoline,9-Speed Automatic,Rich Garnet Metallic,Chestnut,Yes,42442.0,YES,3.6,382.7465113652506
